Filename,WitAPI,SphixAPI
sample-000835.wav,False,False
sample-000836.wav,False,False
sample-000837.wav,True,False
sample-000838.wav,False,False
sample-000839.wav,False,False
sample-000840.wav,False,False
sample-000841.wav,False,False
sample-000842.wav,False,False
sample-000843.wav,False,False
sample-000844.wav,False,False
sample-000845.wav,False,False
sample-000846.wav,False,False
sample-000847.wav,False,False
sample-000848.wav,False,False
sample-000849.wav,False,False
sample-000850.wav,False,False
sample-000851.wav,False,False
sample-000852.wav,False,False
sample-000853.wav,False,False
sample-000854.wav,False,False
sample-000855.wav,False,False
sample-000856.wav,False,False
sample-000857.wav,False,False
sample-000858.wav,True,False
sample-000859.wav,True,False
sample-000860.wav,False,False
sample-000861.wav,False,False
sample-000862.wav,False,False
sample-000863.wav,False,False
sample-000864.wav,True,True
sample-000865.wav,False,False
sample-000866.wav,True,False
sample-000867.wav,False,False
sample-000868.wav,False,True
sample-000869.wav,False,False
sample-000870.wav,False,False
sample-000871.wav,False,False
sample-000872.wav,False,False
sample-000873.wav,False,False
sample-000874.wav,False,False
sample-000875.wav,True,False
sample-000876.wav,False,True
sample-000877.wav,False,False
sample-000878.wav,False,False
sample-000879.wav,False,False
sample-000880.wav,False,False
sample-000881.wav,False,False
sample-000882.wav,True,False
sample-000883.wav,True,False
sample-000884.wav,False,False
sample-000885.wav,True,False
sample-000886.wav,False,False
sample-000887.wav,False,False
sample-000888.wav,False,False
sample-000889.wav,False,True
sample-000890.wav,False,False
sample-000891.wav,False,True
sample-000892.wav,False,False
sample-000893.wav,False,True
sample-000894.wav,False,False
sample-000895.wav,False,False
sample-000896.wav,True,False
sample-000897.wav,False,False
sample-000898.wav,False,False
sample-000899.wav,False,False
sample-000900.wav,False,True
sample-000901.wav,True,False
sample-000902.wav,True,False
sample-000903.wav,False,False
sample-000904.wav,False,False
sample-000905.wav,False,False
sample-000906.wav,False,False
sample-000907.wav,True,False
sample-000908.wav,False,False
sample-000909.wav,False,False
sample-000910.wav,False,True
sample-000911.wav,False,False
sample-000912.wav,False,False
sample-000913.wav,False,False
sample-000914.wav,False,False
sample-000915.wav,False,False
sample-000916.wav,False,False
sample-000917.wav,False,False
sample-000918.wav,False,False
sample-000919.wav,False,False
sample-000920.wav,False,False
sample-000921.wav,False,False
sample-000922.wav,False,False
