Filename,GoogleAPI,AzureAPI
gujarati6.wav,False,False
gujarati7.wav,False,False
gujarati8.wav,False,False
gujarati9.wav,False,False
gusii1.wav,False,False
gusii2.wav,False,False
hadiyya1.wav,False,False
hadiyya2.wav,False,False
hainanese1.wav,False,False
hakka1.wav,False,False
hausa1.wav,False,False
hausa2.wav,False,False
hausa3.wav,False,False
hausa4.wav,False,False
hausa5.wav,False,False
hausa6.wav,False,False
hausa7.wav,False,False
hausa8.wav,False,False
hausa9.wav,False,False
hebrew1.wav,False,False
hebrew2.wav,False,False
hebrew3.wav,False,False
hebrew4.wav,False,False
hebrew5.wav,False,False
hebrew6.wav,False,False
hebrew7.wav,False,False
hebrew8.wav,False,False
hebrew9.wav,False,False
hindi1.wav,False,False
hindi10.wav,False,False
hindi11.wav,False,False
hindi12.wav,False,False
hindi13.wav,False,False
hindi14.wav,False,False
hindi15.wav,False,False
hindi16.wav,False,False
hindi17.wav,False,False
hindi18.wav,False,False
hindi2.wav,False,False
hindi3.wav,False,False
hindi4.wav,False,False
hindi5.wav,False,False
hindi6.wav,False,False
hindi7.wav,False,False
hindi8.wav,False,False
hindi9.wav,False,False
hindko1.wav,False,False
hmong1.wav,False,False
hmong2.wav,False,False
hungarian1.wav,False,False
hungarian2.wav,False,False
hungarian3.wav,False,False
hungarian4.wav,False,False
hungarian5.wav,False,False
hungarian6.wav,False,False
hungarian7.wav,False,False
hungarian8.wav,False,False
hungarian9.wav,False,False
ibibio1.wav,False,False
ibibio2.wav,False,False
ibibio3.wav,False,False
icelandic1.wav,False,False
icelandic2.wav,False,False
icelandic3.wav,False,False
ife1.wav,False,False
igbo1.wav,False,False
igbo2.wav,False,False
igbo3.wav,False,False
ilonggo1.wav,False,False
indonesian1.wav,False,False
indonesian2.wav,False,False
indonesian3.wav,False,False
indonesian4.wav,False,False
indonesian5.wav,False,False
indonesian6.wav,False,False
indonesian7.wav,False,False
indonesian8.wav,False,False
irish1.wav,False,False
italian1.wav,False,False
italian10.wav,False,False
italian11.wav,False,False
italian12.wav,False,False
italian13.wav,False,False
italian14.wav,False,False
italian15.wav,False,False
italian16.wav,False,False
italian17.wav,False,False
italian18.wav,False,False
italian19.wav,False,False
italian2.wav,False,False
italian20.wav,False,False
italian21.wav,False,False
italian22.wav,False,False
italian23.wav,False,False
italian24.wav,False,False
italian25.wav,False,False
italian26.wav,False,False
italian27.wav,False,False
italian28.wav,False,False
italian29.wav,False,False
italian3.wav,False,False
